noticeIdentifier,noticeVersion,procedureIdentifier,lotIdentifier,formType,noticeType,publicationDate,publicationDateBerlin,matchedVia,matchedCpvCodes,mainClassificationCode,additionalClassificationCodes,internalIdentifier,title,description,mainNature,estimatedValue,estimatedValueCurrency,buyerNames,buyerCities,locations,procedureType,procedureAccelerated,durationStartDate,durationEndDate,durationPeriod,durationPeriodUnit,guaranteeRequired,suitableForSMEs,submissionDeadlineStatus,noticeUrl,lotUrl
7d14c033-c833-4b40-8efc-e2ed271a3c3d,01,48d34c42-2cd0-4e53-a8d8-1dc39153e75e,LOT-0000,competition,cn-standard,2026-09-16T02:06:50Z,2026-09-16 04:06:50+02:00,lot,45331000,45331000,,LOT-0000,VG - Neubau FwGH Salmtal - Lüftung,"1 St.    Zentrallüftungsgerät mit WRG, Dachaufstellung Nennvolumenstrom 2.500 m³/h
1 St.    Dezentrales Lüftungsgerät mit WRG, Nennvolumenstrom ca. 650 m³/h
215 m  Wickelfalzrohr in den Dimensionen DN100 bis DN315
2 St.    Brandschutzklappen
40 St.  Luftauslässe
1 St.   Multisplitklimatisierung, 5kW Außeneinheit, 2 Inneneinheiten und Zubehör
1 St.   Multisplitklimatisierung, 4kW Außeneinheit, 1 Inneneinheit und Zubehör",works,,,Verbandsgemeinde Wittlich-Land,Wittlich,54528 Salmtal / DEB22 / DEU,open,false,2027-05-18T00:00:00+02:00,2028-03-31T23:59:59+02:00,,,,true,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=7d14c033-c833-4b40-8efc-e2ed271a3c3d,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=7d14c033-c833-4b40-8efc-e2ed271a3c3d&lotId=LOT-0000
b66086b4-5a0c-43e5-beff-d9e5bd9b4747,01,b66086b4-5a0c-43e5-beff-d9e5bd9b4747,LOT-0001,competition,cn-standard,2026-09-16T02:06:48Z,2026-09-16 04:06:48+02:00,lot,45262320,45262320,,0001,"Geldener Str. 58a + 58b + 60 + 60a, 476238 Straelen - Etricharbeiten",'-,works,,,Kreis Kleve Bauverwaltungs-GmbH,Bedburg-Hau,DEA1B / DEU,open,false,2027-02-01T00:00:00+01:00,2027-06-11T23:59:59+02:00,,,,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=b66086b4-5a0c-43e5-beff-d9e5bd9b4747,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=b66086b4-5a0c-43e5-beff-d9e5bd9b4747&lotId=LOT-0001
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,01a0a398-4eb3-49b9-97d0-539cef6a757c,LOT-0001,competition,cn-standard,2026-09-16T02:06:48Z,2026-09-16 04:06:48+02:00,lot,45000000,45000000,,LOT-0001,Los 315 – Tischlerarbeiten VI – Innenbrandschutzfenster/-türen,"Beim Gebäudekomplex Lessingstraße 1
in 08058 Zwickau wird der Brandschutz
verbessert, die technische Gebäudeausrüstung
erneuert und die Gebäudehülle saniert. Die
Arbeiten im hier ausgeschriebenen Los 315 – Tischlerarbeiten VI – Innenbrandschutzfenster/-türen umfassen u.a.:
Herstellung und Montage Brandschutzfenster F90, innen, 7 Stück Herstellung und Montage Brandschutztüren F30, innen 8 Stück
Herstellung und Montage einer Objekttür, innen 1 stück
Herstellung Schutz der Brandschutzfenster/-türen 20,50 m²
Ausbau Bestands-Holztüren und Vertragen in den vorhandenen Materialcontainer
vor Ort , auf Baustelle 6 Stück
Einbauteile für EMA und RWS Radarmelder 6 Stück
Fingerklemmschutz 6 Stück
Fluchttüröffner 3 Stück
Funkrauchmelder 9 Stück
Sensorleisten 6 Stück
Sicherheitssensor 6 Stück
Magnetkontakt 8 Stück
Riegelkontakt 8 Stück
Drehflügelantrieb 2 Stück
Integrierter Gleitschienentürschließer, 1-flügelig 2 Stück
Fluchttüröffner 4 Stück
Gegenstück Fluchttüröffner 4 stück
Einsteckschloss Feuer- /Rauchschutztüren 9 Stück",works,,,"Stadtverwaltung Zwickau, Liegenschafts- und
Hochbauamt",Zwickau,08058 Zwickau / DED45 / DEU,open,false,2026-11-23T00:00:00+01:00,2027-10-29T23:59:59+02:00,,,,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=01a0a39a-b1ce-41e2-a40e-d2a19840eef3,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=01a0a39a-b1ce-41e2-a40e-d2a19840eef3&lotId=LOT-0001
bdb7cd0f-27a9-49e6-be6e-c80723885512,01,41bc9e89-9cce-4af7-9821-9d0d491e4b70,LOT-0000,competition,cn-standard,2026-09-16T02:06:48Z,2026-09-16 04:06:48+02:00,lot,"45000000,45453000,45410000,45430000",45000000,"45453000,45410000,45430000",LOT-0000,TEIL-GU Innenausbauarbeiten inkl. Wartung,"Der Auftraggeber (AG) überträgt dem Auftragnehmer als Generalunternehmer für das Gewerk ""Innenausbau"" die Bau- und Planungsleistungen über die Generalinstandsetzung des Bestandsgebäudes, insbesondere Baustelleneinrichtung, Innengerüste und Arbeitsbühnen, Demontagearbeiten und Entrümpelung, Mauerwerk, Trockenbauarbeiten, Lichtdecken, Schlosserarbeiten, Innenputz, Estricharbeiten, Innentüren, Malerarbeiten, Parkettarbeiten, Natursteinarbeiten und Fliesenarbeiten nebst Wartungsleistungen.
Die terminlichen Rahmenbedingungen erfordern, dass die Generalinstandsetzung zeitgleich zum Erweiterungsbau fertiggestellt wird. Die teilweise notwendige Zusammenführung der Leistungen Gewerk Innenausbau (GU-Innenausbau) sowie der parallel stattfindenden Gewerke KG 400 (HLSK und ELT), Fensterarbeiten, Dachabdichtungsarbeiten, Naturstein-Fassade und übergeordnete Baulogistik erfordern grundsätzlich ein hohes Maß an Koordination und Kooperation zwischen den Baubeteiligten, so dass die entsprechenden Abstimmungen der maßgeblichen Arbeitsprozesse unter größtmöglicher gegenseitiger Rücksichtnahme zu erfolgen haben, wobei die Parteien sich einig sind, dass der Auftragnehmer keinen Koordinierungserfolg im Sinne einer unverschuldeten Haftung trägt.",works,,,"Stadt Köln, Amt für Recht, Vergabe und Versicherungen",Köln,50667 Köln / DEA23 / DEU,open,false,,,13.0,MONTH,,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=bdb7cd0f-27a9-49e6-be6e-c80723885512,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=bdb7cd0f-27a9-49e6-be6e-c80723885512&lotId=LOT-0000
37ef6440-39ad-4711-b6d8-50cd3e259338,01,7c6f5b24-d633-43f0-988b-d284b0845b88,LOT-0001,competition,cn-standard,2026-09-16T02:06:48Z,2026-09-16 04:06:48+02:00,lot,"45261410,45261300",45261410,45261300,2026/27,Erweiterung Grundschulcampus Wildau - Los 11 - Dachabdichtungs- und Klempnerarbeiten,"Los 11 - Dachabdichtungs- und Klempnerarbeiten  - ca. 2.500m² Trocken Dachfläche, StB - ca. 1.400m² Trocken Dachfläche, Trapezblech Bauteil Dach über 3. OG - Grundschule  - ca. 1.650m² StB-Bauteile vorbereiten, Voranstrich, Dampfsperre - ca. 1.300m²  Wärmedämmung, EPS, Gefälledämmung, Klappdämmbahn  - ca. 160m² Wärmedämmung Unterlage, 60mm, MiWo, Mittellage, Oberlage  - ca. 1.650m² Dachabdichtung obere Lage, Ortgang, Traufe  Bauteil Dach über 2. OG - Grundschule  - ca. 780m² StB-Bauteile vorbereiten, Voranstrich, Dampfsperre - ca. 640m²  Wärmedämmung, EPS, Gefälledämmung, Klappdämmbahn  - ca. 140m² Wärmedämmung Sockel, Attika - ca. 780m² Dachabdichtung obere Lage, Ortgang, Traufe  Bauteil Dach über Verbinder - Grundschule  - ca. 80m² StB-Bauteile vorbereiten, Voranstrich, Dampfsperre - ca. 80m²  Wärmedämmung, EPS, Gefälledämmung, Dachabdichtung Bauteil Dach über Sporthalle  - ca. 510m² StB-Bauteile vorbereiten, Voranstrich, Dampfsperre - ca. 5.300m Akustik-Sickenfüller Trapezblech - ca. 1.460m² Dampfsperre Trapezprofil - ca. 510m² Dampfsperre StB-Bauteile - ca. 1.375m² Wärmedämmung, 140mm - ca. 1.715m²  Wärmedämmung 100mm, als Klappdämmbahn - ca. 1.810m² Dachabdichtung untere und obere Lage  Gründach: Grundschule und Verbinder - ca. 2.270m² Trenn-, Schutz- u. Speichervlies, PES/PP, 300 g/m², lose - ca. 1.740m²  Drän- und Wasserspeicherelement, FIltervlies  - ca. 1.740m² Extensivsubstrat, 6cm - ca. 1.740m² Saatgut, Kräuteransaat, Sprossenansaat, Fertigstellungspflege  - ca. 535m Kiesleiste, L-Profil gelocht, Höhe 100 mm  zu den Ausführungszeiten:  - Erstellung und Übergabe Werk- und Montageplanung: 04.01.2027 bis 15.01.2027 - Ausführung Baustelle: 27.01.2027 bis 02.07.2027",works,,,Stadt Wildau,Wildau,15745 Wildau / DE406 / DEU,open,false,2027-01-04T00:00:00+01:00,2027-07-02T23:59:59+02:00,,,false,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=37ef6440-39ad-4711-b6d8-50cd3e259338,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=37ef6440-39ad-4711-b6d8-50cd3e259338&lotId=LOT-0001
615b5280-a5cf-40f2-b7b9-3da4726c7de4,01,05e7f7a4-9862-4338-8a2b-541ddce982e0,LOT-0000,competition,cn-standard,2026-09-16T02:06:41Z,2026-09-16 04:06:41+02:00,lot,45311200,45311200,,LOT-0000,VG - Neubau FwGH Salmtal - Elektroanlage ,"'- 3 Verteilungen
- ca. 250 m Hauptleitungen
- ca. 17500 m Kabel und Leitungen
- ca. 235 Leuchten und Sicherheitseinzelbatterieleuchten",works,,,Verbandsgemeinde Wittlich-Land,Wittlich,54528 Salmtal / DEB22 / DEU,open,false,2027-05-24T00:00:00+02:00,2028-03-31T23:59:59+02:00,,,,true,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=615b5280-a5cf-40f2-b7b9-3da4726c7de4,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=615b5280-a5cf-40f2-b7b9-3da4726c7de4&lotId=LOT-0000
125814cb-3fd3-45fb-8ee4-1940fc409986,01,afb1b476-851d-4ec5-979d-d84215e805b6,LOT-0001,competition,cn-standard,2026-09-16T02:06:41Z,2026-09-16 04:06:41+02:00,lot,"45210000,45430000,45432130",45210000,"45430000,45432130",51-2602-113,"Neubau Hospiz Pfarrkirchen, Wand- und Bodenbelagsarbeiten",Ca. 240 m² Bodenbelag Textil Ca. 110 m² Bodenbelag Linoleum Ca. 520 m² Bodenbelag Vinyl Ca. 60 m² Wandschutzbelag PVC Ca. 90 m² Wandschutzbelag Holzdekor,works,,,Landkreis Rottal-Inn,Pfarrkirchen,84347 Pfarrkirchen / DE22A / DEU,open,false,2027-01-25T00:00:00+01:00,2027-03-05T23:59:59+01:00,,,false,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=125814cb-3fd3-45fb-8ee4-1940fc409986,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=125814cb-3fd3-45fb-8ee4-1940fc409986&lotId=LOT-0001
5136b73e-1a8c-4623-ba6e-68446d10b433,01,71546fd4-bd6a-4fe3-92a9-63c8ebc5246a,LOT-0000,competition,cn-standard,2026-09-16T02:06:41Z,2026-09-16 04:06:41+02:00,lot,45332400,45332400,,LOT-0000,VG - Neubau FwGH Salmtal - Sanitäranlage,"1 St.   Hauswasserstation rückspülbar DN40
19 St. Montagegestelle Unterputz
18 St. Sanitärkeramik
2 St.   Reihenwaschrinne
1 St.   Ausgussbecken
5 St.   Auputzduschpaneel
12 St. Sanitärarmaturen Trinkwasser
3 St.   Außenzapfstelle frostsicher
1 St.   Stiefelwaschanlage Einbau
2 St.   Einlaufrinnen Reihenduschanlagen
70m   Entwässerungsleitungssystem Kunststoff
200m Trinkwasserrohrleitungssystem Edelstahl Dimensionen von DN15 bis DN40
160m  Trinkwasserrohrleitungssystem Kunststoffverbundrohr DN12 bis DN20",works,,,Verbandsgemeinde Wittlich-Land,Wittlich,54528 Salmtal / DEB22 / DEU,open,false,2027-05-24T00:00:00+02:00,2028-03-31T23:59:59+02:00,,,,true,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=5136b73e-1a8c-4623-ba6e-68446d10b433,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=5136b73e-1a8c-4623-ba6e-68446d10b433&lotId=LOT-0000
005970e4-fa83-4d72-b88d-6b8acfe47c4a,01,b6ef3da2-c7e0-4d41-a41e-42c3eef90f2d,LOT-0000,competition,cn-standard,2026-09-16T02:06:39Z,2026-09-16 04:06:39+02:00,lot,45000000,45000000,,LOT-0000,Wärmedämmverbundsystem (WDVS),"930 m² Untergrund reinigen
965 m² Altsystem WDVS zurückbauen
240 m Alu-Fensterbänke demontieren und entsorgen
ca. 200 m² Sockeldämmplatten anbringen
ca. 200 m² Siliconharz-Fassadenfarbe auftragen
ca. 1.400 m² Mineralwolle im System anbringen",works,,,Immobilien Bremen - Eigenbetrieb der Stadtgemeinde Bremen,Bremen,28779 Bremen / DE501 / DEU,open,false,2026-11-09T00:00:00+01:00,2027-06-17T23:59:59+02:00,,,,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=005970e4-fa83-4d72-b88d-6b8acfe47c4a,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=005970e4-fa83-4d72-b88d-6b8acfe47c4a&lotId=LOT-0000
358aa36b-0b4d-406d-b3f0-3823146a9ea6,01,7d07abd5-f013-4a62-883b-880b9c3fd933,LOT-0001,competition,cn-standard,2026-09-16T02:06:39Z,2026-09-16 04:06:39+02:00,lot,"45331210,45331200",45331210,"45331200,42520000",26/9-BML_VE403,"Erweiterung der Berufsschule München Land mit Neubau einer Sporthalle und Wohnungen
VE403 -Lüftungsanlagen","Gewerk 403 Lüftungsanlagen: 
•	Lüftungsgeräte 
•	Abluftventilatoren 
•	Lüftungskanäle und Lüftungsrohre verzinkt einschl. Dämmung 
•	Lüftungskanäle für Küchenlüftung einschl. Dämmung
•	Küchenlüftungsdecke 
•	Ablufthauben Küche 
•	Lüftungstürme
•	Brandschutzklappen, Volumenstromregler, Lüftungsdurchlässe
- - - - - - 
Mit den Hauptmassen:
•	Lüftungsgeräte – 8 Stck 
•	Abluftventilatoren – 2 Stck 
•	Dezentrale Kompaktlüftungsgeräte – 2 Stck 
•	Lüftungskanäle einschl. Formstücke bis Kantenlänge 2.500 mm - ca. 2.900 m² 
•	Lüftungsrohre bis DN 400 - ca. 1.500 m 
•	Lüftungskanäle für Küchenlüftung bis Kantenlänge 2.500 mm - ca. 400 m²
•	Küchenlüftungsdecke - ca. 180 m² 
•	Ablufthauben Küche - 6 Stck 
•	Lüftungstürme - 3 Stck 

",works,,,Landratsamt München - Zentrale Vergabestelle und Einkauf,München,81929 München / DE212 / DEU,open,false,,,464.0,DAY,,true,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=358aa36b-0b4d-406d-b3f0-3823146a9ea6,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=358aa36b-0b4d-406d-b3f0-3823146a9ea6&lotId=LOT-0001
a98df0ee-02df-4926-a699-f0264bc70ae4,01,bb06f8de-4a0b-420f-b767-3563456dbf65,LOT-0000,competition,cn-standard,2026-09-16T02:06:34Z,2026-09-16 04:06:34+02:00,lot,45262670,45262670,,LOT-0000,"JVA Bremen, Lazarett - Schlosserarbeiten","80 Stück  Fenstergitter, Stahl, pulverbeschichtet, Einzelgrößen ca. 1,6-2,3 m² 
2 Stück  Fluchttreppen, Stahl, verzinkt, 2-läufig, 17 bzw. 24 Stg., inkl.  Geländer
8 Stück  Stahlblechtüren mit und ohne Brandschutzanforderungen 1.010x2.010 mm
12 m2  Gitterwand, Stahl, pulverbeschichtet, b/h= 4.010/3.020 mm inkl. Tür
20 m  Treppen-/ Podestgeländer aus Flachstahl, grundiert, h= 1.000 mm
32 m  Wandhandläufe einschl. Konsolen aus Edelstahl",works,,,Immobilien Bremen - Eigenbetrieb der Stadtgemeinde Bremen,Bremen,28239 Bremen / DE501 / DEU,open,false,2027-01-05T00:00:00+01:00,2027-10-25T23:59:59+02:00,,,,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=a98df0ee-02df-4926-a699-f0264bc70ae4,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=a98df0ee-02df-4926-a699-f0264bc70ae4&lotId=LOT-0000
adbbb2a3-a548-485c-b584-b649f0cff1b3,01,54ad0dc0-f953-46d5-afae-91ac5523d1d5,LOT-0000,competition,cn-standard,2026-09-16T02:06:34Z,2026-09-16 04:06:34+02:00,lot,45000000,45000000,,LOT-0000,Dachdecker- und Zimmererarbeiten,"Bestehende Deckung, Deckmaterial Tondachziegel ca. 600 m²
Bestehende Trag- und Konterlattung bis 40/30mm ca. 600 m²
Ausbauen der Blitzschutzanlage 156 m²
Bautenschutz mit Plane bei Abbrucharbeiten 200 m²
Schalung Nenndicke 24mm,Konterlatten, Dachlatten aus Nadelholz ca. 600 m² 
Dachrinnenhackenvertiefung in Keilbohle 160 Stck.
Regensicheres Unterdach Unterkonstruk. 600 m²
Hohlfalzziegel mit 20mm Höhenverschiebbarkeit 600 m²
Einbau neues RWA-Fenster
Neueindeckung ca 120 m²",works,,,Immobilien Bremen - Eigenbetrieb der Stadtgemeinde Bremen,Bremen,28779 Bremen / DE501 / DEU,open,false,2026-11-09T00:00:00+01:00,2027-04-30T23:59:59+02:00,,,,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=adbbb2a3-a548-485c-b584-b649f0cff1b3,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=adbbb2a3-a548-485c-b584-b649f0cff1b3&lotId=LOT-0000
1b85bfe4-fb5b-49bb-84de-474fa2eb9ef5,01,5556e19c-4701-4f76-900a-424ed2410f2f,LOT-0001,competition,cn-standard,2026-09-16T02:06:34Z,2026-09-16 04:06:34+02:00,lot,45312310,45312310,,HGG LV 050 Blitzschutz,Neubau Johann-Peter-Hebel Grundschule: Blitzschutz,"Blitzschutzarbeiten im Zuge des Neubaus der Johann-Peter-Hebel-Grundschule in Gundelfingen. Im Einzelnen:  Lieferung und betriebsfertige Montage einer Erdungs- und Blitzschutzanlage der Blitzschutzklasse III für den Schulneubau.  Wesentliche Mengen:  730 m Erderband V4A; 700 m Fundamenterderband verzinkt; 535 m Ableitungen in Betonwänden; 750 m Fangleitungen auf Flachdächern sowie 47 Fangstangen (2 × 1,50 m; 45 × 2,00 m) Einschließlich Anschluss- und Verbindungsteilen, Potentialausgleich, Prüfung und Dokumentation.  Eventualleistung: Wartung und wiederkehrende Prüfung für 4 Jahre.  Die konkreten Leistungsinhalte finden sich im Leistungsverzeichnis nebst den dazugehörigen Anlagen.",works,,,Gemeinde Gundelfingen,Gundelfingen,79194 Gundelfingen / DE132 / DEU,open,false,2027-03-01T00:00:00+01:00,2028-12-15T23:59:59+01:00,,,false,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=1b85bfe4-fb5b-49bb-84de-474fa2eb9ef5,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=1b85bfe4-fb5b-49bb-84de-474fa2eb9ef5&lotId=LOT-0001
d67d21b0-4b54-4ba6-96e2-3b6b23819299,01,2993a750-6de7-40ba-b6b5-32ba182049b2,LOT-0001,competition,cn-standard,2026-09-16T02:06:34Z,2026-09-16 04:06:34+02:00,lot,"45421100,45421132,45421131",45421100,"45421132,45421131",B/2026/056,"Grüne-Aue-Schule, Neubau - Lieferung und Einbau von Holz-Aluminium-Fenstern- und Türen","Lieferung und Einbau von: - 96 Stück Holz-Aluminium-Fensterelemente einschließlich außenliegendem Sonnenschutz als Senkrecht-Markise, - 12 Stück Holz-Aluminium-Außentürelemente als Fluchtwegtüren - einer Holz-Aluminium-Pfosten-Riegel-Fassade mit zweiflügeliger Fluchtwegtür - Aluminium-Fensteröffnungseinfassungen bestehend aus Sturz- und Leibungsverkleidung, sowie Fensterbänken - Aluminium-Fassadenbekleidungen zwischen den Fenster-/Türen einschließlich der erforderlichen Vorarbeiten",works,0.01,EUR,Stadt Gronau (Westf.),Gronau,48599 Gronau / DEA34 / DEU,open,false,,,75.0,DAY,false,true,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=d67d21b0-4b54-4ba6-96e2-3b6b23819299,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=d67d21b0-4b54-4ba6-96e2-3b6b23819299&lotId=LOT-0001
2c665769-7e2e-4628-991e-28dcf9c3821a,01,2ce1c10e-c6a2-4f5c-a8ed-cce9d716424c,LOT-0000,competition,cn-standard,2026-09-16T02:06:34Z,2026-09-16 04:06:34+02:00,lot,"45431000,45430000,45400000,45000000",45431000,"45430000,45400000,45000000",0,"Fliesen und Platten 
Icking","Für das genannte Projekt werden Wand - Bodenfliesen für Naßbereiche, WC; Flure und Treppenhäuser ausgeschrieben.",works,,,Gemeinde Icking,Icking,82057 Icking / DE216 / DEU,open,false,2027-03-17T00:00:00+01:00,2027-05-11T23:59:59+02:00,,,,true,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=2c665769-7e2e-4628-991e-28dcf9c3821a,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=2c665769-7e2e-4628-991e-28dcf9c3821a&lotId=LOT-0000
f1c9a3f9-c8d4-42b4-9e98-1838d72567e0,01,eb939ce1-3b77-4fd8-b844-dd0cb978bc92,LOT-0001,competition,cn-standard,2026-09-16T02:06:33Z,2026-09-16 04:06:33+02:00,lot,"45262670,45421100,45421131",45262670,"45421100,45421131",96-41-532-26,Gesamtschule Busecker Tal - Metallbauarbeiten Innen,"An der Gesamtschule Busecker Tal wird das Gebäude 1, der naturwissenschaftliche Trakt, saniert. 
Hierfür steht nun die Vergabe der Metallbauarbeiten im Innenbereich an. 

Die Leistung beinhaltet mit allen Vorarbeiten:
- ca. 10 St. - Brandschutztüren Alu/Glas-Elemente
- ca. 3 St. -  Türen Alu/Glas-Elemente
- ca. 10 St. - Freilaufschließer 
- ca. 13 St. - Fenster, Innen, Alu/Glas-Elemente",works,,,Landkreis Gießen - Der Kreisausschuss -,Gießen,35418 Buseck / DE721 / DEU,open,false,2027-02-12T00:00:00+01:00,2027-05-31T23:59:59+02:00,,,false,true,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=f1c9a3f9-c8d4-42b4-9e98-1838d72567e0,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=f1c9a3f9-c8d4-42b4-9e98-1838d72567e0&lotId=LOT-0001
a040d776-b7d8-40d6-81c9-b50e1aa6daeb,01,b1000000-c0de-4000-a000-00d462814098,LOT-0001,competition,cn-standard,2026-09-16T02:06:33Z,2026-09-16 04:06:33+02:00,lot,"45311100,45311200",45311100,45311200,A-2026-FWT-404,Elektroarbeiten,"Es sind eine Sicherheitsbeleuchtungsanlage in Einzelbatterietechnologie, eine Photovoltaikanlage mit einer Größe von circa 60kWp und eine Netzersatzanlage mit einer Leistung von circa 40kVA zu errichten. Die Messstelle des Energieversorgers wird in einer auf dem Grundstück aufgestellten Zähleranschlusssäule installiert. Die Elektroinstallation erfolgt in gemischter Verlegung (u.P. / a.P.). Im Bereich der Fahrzeughalle werden Trassen im Bereich der Binder montiert. Diese werden zum Teik auch als Tragsystem für die Hallenbeleuchtung verwendet. Die Beleuchtung (innen und außen) wird zum größten Teil dimmbar ausgeführt. Die Steuerung der Beleuchtung erfolgt Präsenzabhängig und kann teilweise manuell übersteuert werden. Für den Innenbereich wird Baustrom und Baubeleuchtung geliefert und nach Beendigung der Baumaßnahme wieder zurückgebaut. Für das behindertengerechte WC wird eine Personenrufanlage eingesetzt. Für die Richtfunkservicestelle des Kreises Schleswig-Flensburg werden einzelnen Anlagen montiert und in Zusammenarbeite / Abstimmung mit der RfSSt in Betrieb genommen. Es wird eine Brandmeldeanlage inklusive Aufschaltung auf die Kooperative Leitstelle eingebaut. Für die Fahrzeuge wird eine untergeordnete Anlage für funkvernetzte Rauchmelder installiert. Es wird eine Datennetz in strukturierter Verkabelung hergestellt. Für die Installation der Patchfelder wird ein Netzwerkschrank vorgesehen. Das Gebäude erhält eine Gebäudeautomation für den Bereich Raumbeheizung, Beleuchtung, Alarmfunktionen und Lastmanagement.",works,,,Amt Oeversee,Tarp,24963 Tarp / DEF0C / DEU,open,false,2027-02-01T00:00:00+01:00,2028-01-31T23:59:59+01:00,,,,false,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=a040d776-b7d8-40d6-81c9-b50e1aa6daeb,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=a040d776-b7d8-40d6-81c9-b50e1aa6daeb&lotId=LOT-0001
afeff892-c330-4fb8-973c-6b65d1d3c1c1,01,6290b82e-52ab-4d5a-8ace-28e57eaeab13,LOT-0001,competition,cn-standard,2026-09-16T02:06:32Z,2026-09-16 04:06:32+02:00,lot,45000000,45000000,,MC-AB-SA-500-090,Malteser Campus St. Maximilian Kolbe - Außenanlagen,Außenanlagen - Landschaftsbauarbeiten,works,,,Valletta GmbH,Köln,Hamburg / DE600 / DEU,open,false,2027-03-19T00:00:00+01:00,2027-09-08T23:59:59+02:00,,,true,true,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=afeff892-c330-4fb8-973c-6b65d1d3c1c1,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=afeff892-c330-4fb8-973c-6b65d1d3c1c1&lotId=LOT-0001
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,66ef8ef3-5a72-4c72-b27d-ddc70cecaaae,LOT-0000,competition,cn-standard,2026-09-16T02:06:31Z,2026-09-16 04:06:31+02:00,lot,45432130,45432130,,LOT-0000,VE23 Bodenbelag Linoleum - Grundschule Barendorf,"Baubeschreibung für VE23_Bodenbelag Linoleum

Allgemeine Beschreibung

Die Samtgemeinde Ostheide erstellt an der Grundschule Barendorf einen Schulneubau in Holzbauweise. Des Weiteren werden in anderen Gebäudeteilen umfangreiche Umbau- und Sanierungsmaßnahmen vorgenommen.
Der Neubau hat eine Grundfläche von ca. 672 m2 und enthält Klassenräume und WCs.  
Das neue Gebäude, Bauteil D, ist zweigeschossig und wird an das Bestandsgebäude angeschlossen. Die Gesamtabmessungen Neubau betragen 48 m Länge, 14 m Breite. 
Tragende Wände und Decken sind aus Holz, Teilbereiche aufgrund Brandschutzes in Massivbauweise. Gründach mit PV. Kein Keller. 
Die anderen Gebäudeteile sind Bestandsgebäude.

Inhalt des LV:
- Drei zusammenhängende Gebäudeteile
- Linoleum mit den üblichen Leistungen, 
Bauteil B: Lino ca. 110 m2, Fußleiste ca. 150m, 1 Etage
Bauteil C:  Lino ca. 620 m2, Fußleiste ca. 420 m, 2 Etagen
Bauteil D: Lino ca. 1.050 m2, Fußleiste ca. 720 m, 2 Etagen",works,,,Samtgemeinde Ostheide,21397,21397 Barendorf / DE935 / DEU,open,false,,,115.0,DAY,,true,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=6b20f242-021d-4a08-8e14-0fc9b29a4e17,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=6b20f242-021d-4a08-8e14-0fc9b29a4e17&lotId=LOT-0000
